ค่าเช่า/เดือน,ประเภทห้อง,พื้นที่ห้อง (ตารางเมตร),ชั้น,ค่าเช่าต่อตารางเมตร,,,,,
14500,1,30,12,483.3333333,,,,,
10000,1,26,20,384.6153846,,,,,
9500,1,22,10,431.8181818,,,,,
13500,1,33,17,409.0909091,,,,,
10000,1,31,15,322.5806452,,,,,
5500,1,23,5,239.1304348,,,,,
9000,1,32,14,281.25,,,,,
7000,1,32,2,218.75,,,,,
11000,1,31,27,354.8387097,,,,,
6500,1,28,7,232.1428571,,,,,
7500,2,23,11,326.0869565,,,,,
6500,1,28,6,232.1428571,,,,,
13000,1,33,2,393.9393939,,,,,
10000,1,26,6,384.6153846,,,,,
8000,1,26,4,307.6923077,,,,,
9000,1,30,3,300,,,,,
12000,1,30,24,400,,,,,
23000,1,45,10,511.1111111,,,,,
8000,1,35,15,228.5714286,,,,,
9000,1,27,6,333.3333333,,,,,
7000,1,30,14,233.3333333,,,,,
